sample	technology	project	path
NA19030	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19030/raw_data/PacBio_HiFi/m64136_200608_190329.ccs.bam
NA19030	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19030/raw_data/PacBio_HiFi/m64136_200610_011635.ccs.bam
NA19030	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19030/raw_data/PacBio_HiFi/m64136_200611_074225.ccs.bam
NA19030	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19030/raw_data/Illumina/child/NA19030.final.cram
NA19240	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19240/raw_data/PacBio_HiFi/m64043_200128_181438.ccs.bam
NA19240	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19240/raw_data/PacBio_HiFi/m64043_200130_175216.ccs.bam
NA19240	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19240/raw_data/PacBio_HiFi/m64043_200201_000449.ccs.bam
NA19240	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19240/raw_data/PacBio_HiFi/m64043_200202_062937.ccs.bam
NA19240	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA19240/raw_data/Illumina/child/NA19240.final.cram
NA20129	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/PacBio_HiFi/m64043_191227_185626.ccs.bam
NA20129	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/PacBio_HiFi/m64043_191229_010753.ccs.bam
NA20129	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/PacBio_HiFi/m64043_191230_073311.ccs.bam
NA20129	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/PacBio_HiFi/m64043_200111_140530.ccs.bam
NA20129	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/PacBio_HiFi/m64043_200114_192155.ccs.bam
NA20129	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20129/raw_data/Illumina/child/NA20129.final.cram
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191106_155940.ccs.bam
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191109_234157.ccs.bam
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191111_040652.ccs.bam
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191127_131025.ccs.bam
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191128_193532.ccs.bam
NA20300	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA20300/raw_data/PacBio_HiFi/m64043_191130_020028.ccs.bam
NA21309	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/PacBio_HiFi/m64043_191210_201113.ccs.bam
NA21309	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/PacBio_HiFi/m64043_191213_191857.ccs.bam
NA21309	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/PacBio_HiFi/m64043_191215_014401.ccs.bam
NA21309	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/PacBio_HiFi/m64043_191219_192900.ccs.bam
NA21309	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/Illumina/child/AATGACGC-AATGACGC_S5_L001_R1_001.fastq.gz
NA21309	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA21309/raw_data/Illumina/child/AATGACGC-AATGACGC_S5_L001_R2_001.fastq.gz
